cik,sub_name,parent_name,first_seen,first_filing,time_out,batch_size,cross_cik,label,match_jaccard,wikidata_company,wikidata_acquirer
0001956552,inventive healthcare solutions (uk) company no 13036316 (united kingdom),newsight imaging ltd,2022-12-08,2022-12-08,Active as of 2022-12-08,7,0,0,0.0,,
0001599947,sune db33 llc,terraform power inc,2016-12-05,2014-06-13,Between 2016-12-05 and 2017-07-21,160,0,0,0.0,,
0001023902,salinas equipment distributors inc,rdo equipment co,1999-04-29,1997-04-29,Between 1999-04-29 and 2000-04-26,3,0,0,0.0,,
0000912593,sun roxbury park llc,sun communities inc,2020-02-20,1997-03-31,Between 2020-02-20 and 2022-02-22,73,0,0,0.0,,
0000835541,solectron scotland ltd,solectron corp,1998-11-13,1996-11-12,Between 1998-11-13 and 1999-11-22,8,1,0,0.0,,
0001022329,global crossing mexicana s de rl de cv,impsat fiber networks inc,2010-06-18,2007-04-09,Active as of 2010-06-18,89,1,0,0.0,,
0000890547,the remainder by third parties,revlon consumer products corp,1997-02-26,1997-02-26,Between 1997-02-26 and 1998-03-06,99,1,0,0.0,,
0000916457,calpine construction finance company ii inc,calpine corp,2001-03-15,1996-06-19,Between 2001-03-15 and 2002-03-29,293,0,0,0.0,,
0001134538,pecaso pension services gmbh,accenture ltd,2007-10-23,2001-07-02,Between 2007-10-23 and 2008-10-20,33,0,0,0.0,,
0000319687,ual benefits management inc,continental airlines inc de,2011-02-22,1997-02-24,Between 2011-02-22 and 2013-02-25,17,1,0,0.0,,
0001006837,hc2 srl in liquidazione,primus telecommunications group inc,2017-03-09,1997-06-27,Between 2017-03-09 and 2018-03-14,57,0,0,0.0,,
0001378946,pb real estate #16 inc,peoples united financial inc,2006-11-02,2006-11-02,Between 2006-11-02 and 2008-02-29,37,0,0,0.0,,
0001023294,prime succession of ohio inc,prime succession inc,1996-10-22,1996-10-22,Active as of 1996-10-22,64,0,0,0.0,,
0000070318,north fulton 007 inc,tenet healthcare corp,1995-08-25,1994-08-26,Between 1995-08-25 and 1996-08-26,157,0,0,0.0,,
0000008947,2027580 de,azz inc,2009-05-12,1996-05-23,Between 2009-05-12 and 2011-05-12,15,0,0,0.0,,
0001384256,orion tarragon gp inc,tarragon homes corp,2007-05-03,2007-05-03,Active as of 2007-05-03,144,1,0,0.0,,
0001893325,lions gate international motion pictures sarl,screaming eagle acquisition corp,2024-03-08,2024-03-08,Active as of 2024-03-08,47,1,0,0.0,,
0000093556,dewalt limited,stanley works,2015-02-19,1994-03-31,Between 2015-02-19 and 2016-02-19,39,0,0,0.0,,
0000070684,regent care limited,national western life insurance co,2001-04-02,1996-04-01,Between 2001-04-02 and 2002-03-28,4,0,0,0.0,,
0001669812,cardinal brands fabricacion s de rl de cv,lsc communications inc,2016-08-29,2016-08-29,Between 2016-08-29 and 2017-02-23,35,1,0,0.0,,
0000858339,hcr services company inc,caesars entertainment corp,2002-03-08,1994-03-28,Between 2002-03-08 and 2003-03-10,44,1,0,0.0,,
0001537660,spectrum brands (uk),armored autogroup inc,2015-09-22,2012-04-13,Between 2015-09-22 and 2015-12-23,130,1,0,0.0,,
0000916076,hanson marine operations llc,martin marietta materials inc,2022-02-22,1997-03-25,Between 2022-02-22 and 2023-02-24,23,0,0,0.0,,
0000350917,endace us corporation holding ltd,emulex corp de,2013-08-29,1996-08-23,Active as of 2013-08-29,11,0,0,0.0,,
0001060009,kindred healthcare development 2 inc,kindred healthcare inc,2014-12-15,1998-06-29,Between 2014-12-15 and 2015-03-02,2,1,0,0.0,,
0000064978,merck sharp & dohme finance europe limited,merck & co inc,2001-03-23,1994-03-23,Between 2001-03-23 and 2002-03-21,40,1,0,0.0,,
0000895421,morgan stanley tindur llc,morgan stanley dean witter & co,2008-01-29,1997-03-31,Between 2008-01-29 and 2009-01-29,328,0,0,0.0,,
0001085734,flc holding corp,blockbuster inc,1999-07-30,1999-07-30,Between 1999-07-30 and 2001-03-29,66,1,0,0.0,,
0000931182,capreit highland grove partnership,erp operating ltd partnership,2009-02-26,1997-03-24,Between 2009-02-26 and 2010-02-25,828,1,0,0.0,,
0000750004,microdyne flocam (france),scientific games corp,1996-01-29,1996-01-29,Between 1996-01-29 and 1997-08-27,38,0,0,0.0,,
0001318084,head distributing company,core mark holding company inc,2005-09-06,2005-09-06,Between 2005-09-06 and 2012-03-08,12,0,0,0.0,,
0001704715,dickenson russell contura llc,alpha metallurgical resources inc,2017-05-08,2017-05-08,Between 2017-05-08 and 2022-03-07,19,0,0,0.0,,
0001011064,sunrise south charlotte nc senior living llc,sunrise assisted living inc,2008-07-31,1996-05-28,Between 2008-07-31 and 2009-03-02,19,0,0,0.0,,
0001622353,jernigan g west doral llc,jernigan capital inc,2018-03-02,2015-03-13,Between 2018-03-02 and 2019-03-01,16,0,0,0.0,,
0000007974,avco access ltd,associates first capital corp,1999-02-24,1996-02-09,Between 1999-02-24 and 2000-03-30,168,0,0,0.0,,
0001803599,concentrix cyberprotect us inc,concentrix corp,2025-01-28,2020-10-13,Active as of 2025-01-28,23,0,0,0.0,,
0001006024,whiskcouk,tensleep corp,2001-01-17,2001-01-17,Active as of 2001-01-17,4,0,0,0.0,,
0000096903,united hockey inc,tele communications inc,1994-03-28,1994-03-28,Between 1994-03-28 and 1996-02-29,746,1,0,0.0,,
0000354190,gallagher mauritius holdings,arthur j gallagher & co,2008-02-04,1995-03-14,Between 2008-02-04 and 2009-02-06,15,0,0,0.0,,
0000915140,shoppes at st clair cmbs llc,cbl & associates limited partnership,2014-03-03,2014-03-03,Between 2014-03-03 and 2015-03-02,464,1,0,0.0,,
0000107815,american transmission company llc,wisconsin electric power co,2001-03-30,2001-03-30,Between 2001-03-30 and 2003-02-28,3,1,0,0.0,,
0000099106,trans lux valley corporation,trans lux corp,1999-03-31,1996-02-12,Between 1999-03-31 and 2000-03-30,7,0,0,0.0,,
0001792044,mylan api inc,viatris inc,2021-03-01,2020-01-21,Between 2021-03-01 and 2022-02-28,234,1,0,0.0,,
0000740260,vtr nc gp llc,ventas inc,2015-02-13,1996-03-29,Between 2015-02-13 and 2016-02-12,312,0,0,0.0,,
0000922471,bgi airport parking inc,budget group inc,1999-03-31,1996-05-24,Between 1999-03-31 and 2000-03-30,51,0,0,0.0,,
0000927122,select specialty hospital evansville llc,professional sports care management inc,2013-08-14,2013-08-14,Between 2013-08-14 and 2014-05-30,239,1,0,0.0,,
0000851968,"llc ""kerampromservis""",mohawk industries inc,2015-02-27,2004-03-03,Between 2015-02-27 and 2016-02-29,36,0,0,0.0,,
0001051512,alltel newco #4 llc,telephone & data systems inc de,2006-07-28,1999-03-31,Between 2006-07-28 and 2007-06-19,4,1,0,0.0,,
0000834408,brooke brokerage corporation,brooke corp,2005-03-31,2002-10-25,Between 2005-03-31 and 2006-03-13,14,0,0,0.0,,
0000914713,white plains galleria inc,mills corp,2003-05-15,1997-03-12,Between 2003-05-15 and 2003-08-14,212,1,0,0.0,,
0001534675,tecno re llc,tecnoglass inc,2016-05-31,2013-12-27,Between 2016-05-31 and 2017-03-10,1,0,0,0.0,,
0001488139,esny yorktown llc fka esny ibm yorktown llc,ameresco inc,2022-03-01,2010-05-28,Between 2022-03-01 and 2023-02-28,91,0,0,0.0,,
0000900475,tri step acquisistion inc,emarketplace inc,2000-09-28,2000-09-28,Between 2000-09-28 and 2022-10-04,13,0,0,0.0,,
0000044420,gci insurance company limited,guardsman products inc,1996-03-28,1996-03-28,Active as of 1996-03-28,7,1,0,0.0,,
0000083612,dec 24,rjr nabisco inc,1994-02-24,1994-02-24,Between 1994-02-24 and 1995-02-23,148,1,0,0.0,,
0001276187,arrow water services llc,energy transfer equity lp,2024-02-16,2005-12-20,Between 2024-02-16 and 2025-02-14,84,1,0,0.0,,
0000924901,78 pinson partners llc,mack cali realty corp,2000-02-24,2000-02-24,Between 2000-02-24 and 2001-02-22,173,1,0,0.0,,
0000037076,6 firstar corporation of wisconsin,firstar corp wi,1997-03-14,1994-03-18,Between 1997-03-14 and 1998-03-13,20,0,0,0.0,,
0000004904,appalachian power company,american electric power company inc,1996-03-28,1996-03-28,Between 1996-03-28 and 1997-03-26,33,1,0,0.0,,
0001042046,national interstate corporation,american financial group inc,1999-03-30,1998-03-27,Between 1999-03-30 and 2000-03-30,2,1,0,0.0,,
0000319458,trinidad housing llc,enservco corp,2010-07-28,2007-09-28,Between 2010-07-28 and 2013-06-12,6,0,0,0.0,,
0000912898,pfp columbus ii llc,glimcher realty trust,2013-02-22,1997-03-25,Between 2013-02-22 and 2014-02-25,13,1,0,0.0,,
0000765880,mobgp of texas llc,healthpeak properties inc,2007-02-13,1996-02-06,Between 2007-02-13 and 2008-02-12,528,0,0,0.0,,
0001327467,celator pharmaceuticals corp,celator pharmaceuticals inc,2012-11-13,2012-11-13,Active as of 2012-11-13,1,0,0,0.0,,
0001776067,hkdaex limited,oriental culture holding ltd,2020-02-27,2020-02-27,Active as of 2020-02-27,10,0,0,0.0,,
0001287950,spreadtrum communications (shanghai) co ltd,spreadtrum communications inc,2007-06-06,2007-06-06,Active as of 2007-06-06,4,0,0,0.0,,
0001868159,lineage ga albany 12 re llc,lineage inc,2024-05-06,2024-05-06,Active as of 2024-05-06,172,0,0,0.0,,
0000009389,envases del istmo sa jv,ball corp,2017-03-02,1994-01-27,Between 2017-03-02 and 2018-03-01,232,0,0,0.0,,
0000103730,vishay korea co ltd,vishay intertechnology inc,2003-03-31,1997-03-27,Between 2003-03-31 and 2004-03-15,61,0,0,0.0,,
0000070858,shamrock leasing limited,bank of america corp de,1999-03-22,1994-03-30,Between 1999-03-22 and 2000-03-20,1011,0,0,0.0,,
0000731336,gi drug design inc,genetics institute inc,1996-03-01,1996-03-01,Active as of 1996-03-01,11,0,0,0.0,,
0001713854,vprop operating llc,vista proppants & logistics inc,2017-12-22,2017-12-22,Active as of 2017-12-22,7,0,0,0.0,,
0000031235,kodak (china) co ltd,eastman kodak co,2003-09-03,2003-09-03,Between 2003-09-03 and 2004-03-15,72,0,0,0.0,,
0001085340,control group ltd,m2direct inc,1999-05-05,1999-05-05,Active as of 1999-05-05,5,0,0,0.0,,
0001783180,pt berca carrier indonesia,carrier global corp,2022-02-08,2021-02-09,Between 2022-02-08 and 2023-02-07,431,0,0,0.0,,
0000726728,rie europe 4 bv,realty income corp,2023-02-22,1996-03-21,Between 2023-02-22 and 2024-02-21,82,0,0,0.0,,
0001295514,radio aged spirits llc,mdwerks inc,2023-12-12,2006-03-09,Active as of 2023-12-12,6,0,0,0.0,,
0000315293,bain hogg group (in liquidation),aon plc,2014-02-18,1996-02-12,Between 2014-02-18 and 2015-02-24,104,0,0,0.0,,
0000036090,bank one west virginia national association,banc one corp oh,1997-03-20,1996-03-28,Between 1997-03-20 and 1998-03-30,36,1,0,0.0,,
0001016466,majestic investor holdings llc,majestic star casino llc,2002-04-15,1999-08-13,Between 2002-04-15 and 2003-12-05,3,0,0,0.0,,
0001075415,snh longhorn tenant llc,senior housing properties trust,2020-03-02,2000-03-30,Between 2020-03-02 and 2022-02-24,33,0,0,0.0,,
0000033619,armtec defense products co,esterline technologies corp,1994-01-31,1994-01-31,Between 1994-01-31 and 1995-01-27,20,1,0,0.0,,
0001066247,southbury spirits member llc,regency centers lp,2018-02-27,1998-08-07,Between 2018-02-27 and 2019-02-21,78,1,0,0.0,,
0000850693,allergan research centre ltd,allergan inc,1995-03-23,1995-03-23,Between 1995-03-23 and 1996-03-28,50,0,0,0.0,,
0000899689,camden holding llc,vornado realty trust,1999-03-31,1995-03-23,Between 1999-03-31 and 2000-03-09,252,1,0,0.0,,
0000096638,advanta mortgage corp new jersey,advanta corp,1994-03-30,1994-03-30,Between 1994-03-30 and 1995-03-20,29,0,0,0.0,,
0001063632,dlp person physician practices llc,brim hospitals inc,2014-07-11,2011-05-06,Active as of 2014-07-11,74,1,0,0.0,,
0001858681,apollo freedom advisors lp,apollo global management inc,2021-09-29,2021-09-29,Between 2021-09-29 and 2023-03-01,1111,1,0,0.0,,
0001164727,newmont northern mining ulc,newmont corp de,2011-02-24,2002-03-27,Between 2011-02-24 and 2012-02-24,5,0,0,0.0,,
0000740260,lhtlp partner llc,ventas inc,2018-02-09,1996-03-29,Between 2018-02-09 and 2019-02-08,333,0,0,0.0,,
0000888165,financial times information (australia) pty limited australia,data broadcasting corporation,2001-03-28,1996-09-27,Between 2001-03-28 and 2002-03-25,26,0,0,0.0,,
0000766704,csh hcn lessee (saguenay) lp,welltower inc,2013-02-26,1995-02-14,Between 2013-02-26 and 2014-02-21,228,0,0,0.0,,
0000797088,american resource corporation,american resource corp inc,1996-06-05,1996-06-05,Active as of 1996-06-05,18,0,0,0.0,,
0001175215,alexandria indemnity corporation,cellco partnership,2009-07-06,2003-03-27,Between 2009-07-06 and 2009-10-13,192,1,0,0.0,,
0000023082,planpower pty limited,computer sciences corp,2016-06-15,1995-06-28,Active as of 2016-06-15,114,1,0,0.0,,
0000801051,conning & company,conning corp,1997-09-19,1997-09-19,Active as of 1997-09-19,3,1,0,0.0,,
0001040971,green 1250 braodway acquisition llc,sl green realty corp,2003-03-26,1997-06-16,Between 2003-03-26 and 2004-03-15,12,0,0,0.0,,
0001173431,in north dakota this entity does business as fp insurance agency inc,ameritrade holding corp,2003-11-07,2002-05-17,Between 2003-11-07 and 2004-12-09,5,0,0,0.0,,
0000898293,jabil global services inc,jabil circuit inc,1999-11-12,1997-10-16,Between 1999-11-12 and 2000-11-28,16,0,0,0.0,,
0000917491,advanced technical solutions in scandinavia ab,faro technologies inc,2021-02-17,1997-08-06,Between 2021-02-17 and 2022-02-16,5,0,0,0.0,,
0000758004,celerant consulting limited,novell inc,2004-01-29,1995-01-25,Between 2004-01-29 and 2005-01-13,9,0,0,0.0,,
0000100790,union carbide pan america inc,union carbide corp new,1995-03-10,1995-03-10,Between 1995-03-10 and 1996-03-22,50,1,0,0.0,,
0001104903,dialogue limited a united kingdom,cyber dialogue inc,2000-04-07,2000-02-17,Active as of 2000-04-07,1,0,0,0.0,,
0000032604,northern technologies inc,emerson electric co,2000-12-22,1994-12-22,Between 2000-12-22 and 2001-12-21,141,0,0,0.0,,
0001411574,executive surgery center llc,asc acquisition llc,2017-02-21,2013-10-16,Active as of 2017-02-21,59,1,0,0.0,,
0000874761,am solar bv jordan psc,aes corporation,2021-02-25,1997-03-31,Between 2021-02-25 and 2022-02-28,414,0,0,0.0,,
0000831001,citigroup global markets china limited,citigroup inc,2004-03-01,1994-03-31,Between 2004-03-01 and 2005-02-28,311,0,0,0.0,,
0001390213,hob (tx) llc,corporate property associates 17 global inc,2014-03-14,2007-06-22,Between 2014-03-14 and 2015-03-31,32,1,0,0.0,,
0001060386,walnut street hospitality llc,brandywine operating partnership lp pa,2018-02-23,1998-06-05,Between 2018-02-23 and 2019-02-22,4,1,0,0.0,,
0001013690,harmat hospitality inc,barpoint com inc,2003-03-28,1996-05-10,Between 2003-03-28 and 2004-04-14,2,0,0,0.0,,
0000880266,chem (uk,agco corp de,2010-02-26,1997-03-28,Between 2010-02-26 and 2011-02-25,15,0,0,0.0,,
0000874761,kilroot power limited,aes corporation,1999-03-30,1997-03-31,Between 1999-03-30 and 2000-03-30,216,0,0,0.0,,
0000022301,fps rink inc,comcast corp,2000-03-01,1995-02-28,Between 2000-03-01 and 2001-03-02,134,1,0,0.0,,
0000822416,del webb community management co,pulte homes incmi,2002-03-08,1998-03-13,Between 2002-03-08 and 2003-03-11,42,0,0,0.0,,
0001138301,the name bolt (de) qrs 15 26 inc,corporate property associates 15 inc,2003-01-15,2002-11-21,Between 2003-01-15 and 2003-03-27,20,0,0,0.0,,
0001037976,lpf slate llc,jones lang lasalle inc,2017-08-03,1997-07-11,Between 2017-08-03 and 2018-02-23,225,0,0,0.0,,
0000926660,aimco eighteenth university square llc,aimco properties lp,2013-02-25,1998-06-22,Between 2013-02-25 and 2014-02-21,55,1,0,0.0,,
0000065873,alltel international resource management inc,alltel corp,1996-02-20,1994-02-18,Between 1996-02-20 and 1997-02-26,14,0,0,0.0,,
0000926660,better housing associates partnership,aimco properties lp,2006-03-09,1998-06-22,Between 2006-03-09 and 2007-03-05,238,1,0,0.0,,
0001061506,graham packaging poland lp,graham packaging company lp,2010-07-02,1998-07-13,Between 2010-07-02 and 2010-10-05,45,1,0,0.0,,
0001556748,coles hewitt partnership,aon corp,2013-03-29,2013-03-29,Active as of 2013-03-29,773,1,0,0.0,,
0001140536,willis corporate secretarial services limited,willis group holdings ltd,2006-03-02,2001-05-15,Between 2006-03-02 and 2007-02-28,29,0,0,0.0,,
0001662972,ah housing fund 1246 lp and 1 subsidiary,blackstone real estate income trust inc,2023-05-16,2016-08-10,Between 2023-05-16 and 2024-03-28,745,0,0,0.0,,
0001040765,brentwood development llc,vornado realty lp,1997-06-12,1997-06-12,Between 1997-06-12 and 1999-03-31,128,1,0,0.0,,
0000025598,foursight funding iii llc,american general finance corp,2025-02-07,2005-04-08,Active as of 2025-02-07,11,1,0,0.0,,
0000107263,williams refining & marketing llc,williams companies inc,2001-03-12,1994-03-29,Between 2001-03-12 and 2002-03-07,85,0,0,0.0,,
0000912752,sinclair television of bristol llc,sinclair broadcast group inc,2018-03-01,1996-09-18,Between 2018-03-01 and 2019-03-01,15,0,0,0.0,,
0000799231,omni home health holdings inc,almost family inc,2014-03-14,2008-03-12,Between 2014-03-14 and 2015-02-27,46,1,0,0.0,,
0000916238,mapinfo realty llc,mapinfo corp,2003-12-11,1996-12-30,Between 2003-12-11 and 2004-11-30,1,1,0,0.0,,
0000032604,emerson power transmissions manufacturing lp,emerson electric co,2000-12-22,1994-12-22,Between 2000-12-22 and 2001-12-21,141,0,0,0.0,,
0000100885,union pacific railroad company,union pacific corp,1994-03-29,1994-03-29,Between 1994-03-29 and 1995-12-01,12,0,0,0.0,,
0001307954,huntsman chemical trading (shanghai) ltd,huntsman corp,2005-01-06,2005-01-06,Between 2005-01-06 and 2005-02-08,43,1,0,0.0,,
0001056087,mcclatchy newsprint company,mcclatchy co,2013-03-06,1998-03-30,Between 2013-03-06 and 2015-03-13,61,0,0,0.0,,
0001021860,pipex limited,national oilwell varco inc,2016-02-19,1996-08-29,Between 2016-02-19 and 2017-02-17,71,0,0,0.0,,
0001309251,shenzhen wei lian jin meng electronic commerce limited,fountain healthy aging inc,2021-02-03,2021-02-03,Between 2021-02-03 and 2022-03-31,6,0,0,0.0,,
0001563922,lumens holdings 4 llc,greenbacker renewable energy co llc,2020-03-16,2013-07-11,Between 2020-03-16 and 2021-03-24,51,0,0,0.0,,
0000108516,ptec pressure technology gmbh,worthington industries inc,2021-07-30,1994-08-29,Between 2021-07-30 and 2022-08-01,7,0,0,0.0,,
0001109357,pfmg contruction ltd,exelon corp,2019-02-08,2002-04-01,Between 2019-02-08 and 2020-02-11,27,1,0,0.0,,
0000817383,asv xvii properties inc,asr investments corp,1994-03-31,1994-03-31,Between 1994-03-31 and 1997-06-26,7,1,0,0.0,,
0000908255,beru diesel start systems pvt ltd,borgwarner inc,2015-02-12,1997-03-21,Between 2015-02-12 and 2016-02-11,113,0,0,0.0,,
0000037637,owings mills energy equipment leasing llc,duke energy florida llc,2014-02-28,1996-03-20,Between 2014-02-28 and 2015-03-02,39,1,0,0.0,,
0001308208,roadrunner intermodal services llc,universal logistics holdings inc,2020-03-16,2004-11-15,Between 2020-03-16 and 2021-03-16,31,1,0,0.0,,
0000003449,alexander & alexander benefit services inc,alexander & alexander services inc,1994-03-31,1994-03-31,Between 1994-03-31 and 1996-03-29,310,0,0,0.0,,
0001587221,zosano pharma inc,zp holdings inc,2014-05-13,2014-05-13,Between 2014-05-13 and 2014-07-25,3,0,0,0.0,,
0001674862,valvoline distribution cv,ashland global holdings inc,2016-11-21,2016-11-21,Between 2016-11-21 and 2017-11-20,208,1,0,0.0,,
0000827052,04 western sierra energy company,edison international,2002-03-29,1994-03-21,Between 2002-03-29 and 2003-03-31,255,0,0,0.0,,
